chemical,amount,agency,contractor
Corrosion,179.66,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,2606.24,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,28.72,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,62.15,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,97.22,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,73.81,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,112.29,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,87.18,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,25.94,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,14.32,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,2543.75,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"1,300.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,600.35,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,720.42,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,327.16,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,143.94,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,654.32,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,56.05,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,314.05,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,314.05,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,922.5,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,106.24,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,97.22,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,89.83,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,92.25,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,2401.4,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,556,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,304.8,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,3138.7,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Coating,26346.83,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,40.16,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,85.49,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,1528.87,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,449.15,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,163.58,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,200.48,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,200.48,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,3494.56,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,17.65,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,3.53,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,559.35,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"1,040.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,178.11,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,12.28,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,89.83,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,92.25,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,304.8,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,449.15,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,165.24,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,141.87,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,130.98,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,304.8,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,1159.35,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,163.58,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,313.62,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,5,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"1,191.39",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,28.72,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,265.98,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,73.81,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,89.83,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,709.35,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,427.45,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,200.8,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,112.1,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,111.76,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,184.85,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,77,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,147.62,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,360.21,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,156.81,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,112.29,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"27,400.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"27,400.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,490.74,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,12.38,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,369.7,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,141.87,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,120.92,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,327.16,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,17.63,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,194.44,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,314.05,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,112.29,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,304.8,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,914.4,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,9987.4,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Salt / Reagent,93.6,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"637,500.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,12.76,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,265.98,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,12.5,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,52,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"33,155.70",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,53852.47,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,194.44,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,102.08,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,56.05,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,163.58,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,16485.45,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,3478.05,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,1099.03,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,73.94,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"2,453.88",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,898.3,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,184.5,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,92.25,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,3.53,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,738.1,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,2184.1,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,531.96,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,265.98,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,156.81,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,85.49,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,265.98,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,184.5,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,112.53,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,141.87,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,191.4,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,314.05,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,73.94,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,12.76,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,13.58,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,92.25,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,490.74,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,124.3,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,18683.51,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,11593.5,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,92.25,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,327.16,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,184.5,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,28.64,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,28.72,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,406.67,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,69.85,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,62.15,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,92.25,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,600.35,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,39,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,39,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,124.3,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,89.83,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,1979.47,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,14379.2,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,486.1,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,163.58,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,62.15,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,413.1,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,184.5,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,85.49,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,13188.36,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,40.16,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,304.8,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,108.7,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,108.7,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,200.48,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,1122.9,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,1109.1,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,92.25,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,67.26,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,935.4,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,2318.7,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,176.5,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,28.24,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,264.75,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,163.58,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,112.53,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,184.85,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,427.45,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,179.66,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,112.29,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,184.5,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,362.76,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,327.16,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,171.84,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,"40,250.00",DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,211.49,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Salt / Reagent,5559.4,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,960.56,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,163.58,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,159.42,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,18683.51,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,252.4,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,175.56,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,73.94,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,252.4,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,46.8,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,628.1,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,1159.35,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,89.83,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,112.29,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,339.5,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,179.66,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,348.72,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,427.45,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,17.65,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,435.9,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,184.85,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,33.63,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,92.25,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,7.8,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,1979.47,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,70.52,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,62.15,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,62.15,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,112.53,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,797.94,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,112.29,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,85.49,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,57.75,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,147.88,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,187.08,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,538.98,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Anti-icing / Deicing product,39,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,92.25,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,369,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,22.42,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,62.15,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,7.06,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
Corrosion,7.06,DEFENSE LOGISTICS AGENCY,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
